1.3.2 Belize	2.2.1.3.24.12	1.3.2 Belize
baobab pulp	3.7.4.4.12.6	baobab pulp
baobab pulp	3.7.4.4.19.7	baobab pulp
baobab pulp	3.7.5.1.12.7	baobab pulp
baobab pulp	3.7.5.1.18.4	baobab pulp
baobab pulp	3.7.5.1.19.5	baobab pulp
baobab pulp	3.7.5.2.12.6	baobab pulp
baobab pulp	3.7.5.2.19.7	baobab pulp
baobab pulp	3.7.5.3.12.7	baobab pulp
baobab pulp	3.7.5.3.18.4	baobab pulp
baobab pulp	3.7.5.3.19.5	baobab pulp
baobab pulp	3.7.5.4.12.1	baobab pulp
baobab pulp	3.7.6.2.12.3	baobab pulp
baobab pulp	3.7.6.2.19.5	baobab pulp
Baobab pulp powder	3.8.1.3.18.3	Baobab pulp powder
Baobab seeds	3.5.1.4.5.3	Baobab seeds
Baobab seeds	3.5.5.2.5.9	Baobab seeds
Baobab seeds	3.6.1.1.5.4	Baobab seeds
Baobab seeds	3.8.1.3.18.2	Baobab seeds
Baobab seeds	3.8.1.3.5.2	Baobab seeds
Baobab seeds	3.8.1.4.5.2	Baobab seeds
baobab seeds	3.4.1.1.22.6	baobab seeds
baobab seeds	3.4.1.1.5.5	baobab seeds
baobab seeds	3.4.1.2.5.3	baobab seeds
baobab seeds	3.4.1.3.5.5	baobab seeds
baobab seeds	3.4.1.4.5.5	baobab seeds
baobab seeds	3.4.2.1.5.6	baobab seeds
baobab seeds	3.4.4.3.5.4	baobab seeds
baobab seeds	3.4.5.2.5.4	baobab seeds
baobab seeds	3.4.5.4.5.3	baobab seeds
baobab seeds	3.4.6.5.5.9	baobab seeds
baobab seeds	3.4.6.6.5.9	baobab seeds
baobab seeds	3.4.7.1.5.3	baobab seeds
baobab seeds	3.4.7.2.5.2	baobab seeds
baobab seeds	3.4.7.3.5.3	baobab seeds
baobab seeds	3.4.7.4.5.4	baobab seeds
baobab seeds	3.7.3.3.19.5	baobab seeds
baobab seeds	3.7.3.3.5.10	baobab seeds
baobab seeds	3.7.4.1.5.5	baobab seeds
baobab seeds	3.7.4.2.5.5	baobab seeds
baobab seeds	3.7.4.3.5.6	baobab seeds
baobab seeds	3.7.4.4.5.5	baobab seeds
baobab seeds	3.7.5.1.5.6	baobab seeds
baobab seeds	3.7.5.3.5.6	baobab seeds
Baodi garlic	6.1.1.2.18.12	Baodi garlic
Baodi garlic	6.1.1.2.2.10	Baodi garlic
Baodi garlic	6.1.1.2.9.6	Baodi garlic
Baodi Tianying chili	6.1.1.2.18.11	Baodi Tianying chili
Baodi Tianying chili	6.1.1.2.8.12	Baodi Tianying chili
Baojing golden tea	6.2.3.2.18.8	Baojing golden tea
Baojing golden tea	6.2.3.2.20.1	Baojing golden tea
Baoluo rice noodles	6.3.5.2.1.3	Baoluo rice noodles
Baoluo rice noodles	6.3.5.2.18.6	Baoluo rice noodles
Baoqin celery	6.1.2.2.2.2	Baoqin celery
Bapatla shrimp	5.6.4.2.18.6	Bapatla shrimp
Baqerkhani	5.3.1.1.23.7	Baqerkhani
Baqiya	4.5.4.3.18.7	Baqiya
bar clams	1.1.14.5.18.4	bar clams
Bar olive oil	2.6.6.1.10.2	Bar olive oil
Bar olive oil	2.6.6.1.18.4	Bar olive oil
bar-tailed goatfish	9.4.5.1.6.15	bar-tailed goatfish
Bara	1.4.6.1.18.1	Bara
Bara dough	1.4.6.2.18.1	Bara dough
Bara elaichi	5.5.5.1.8.16	Bara elaichi
Barakawi date	3.2.2.2.3.2	Barakawi date
baram	7.3.4.4.20.1	baram
baranie črevo	2.5.6.3.23.1	mutton intestine
baranina	2.5.6.2.6.16	baranina
barb	3.7.5.4.6.7	barb
Barbaar rhubarb liqueur	2.3.8.3.20.16	Barbaar rhubarb liqueur
barbabietola rossa	2.4.1.3.2.5	barbabietola rossa
barbabietola rossa	2.4.2.3.2.6	barbabietola rossa
barbabietole da zucchero	2.4.2.4.2.20	sugar beets
Barbacoa beef	1.2.1.6.6.19	Barbacoa beef
Barbacoa beef	1.2.2.6.6.15	Barbacoa beef
Barbacoa beef	1.2.2.7.6.15	Barbacoa beef
Barbacoa beef	1.2.2.8.6.16	Barbacoa beef
Barbacoa beef	1.2.2.9.6.16	Barbacoa beef
Barbacoa de chivo	1.2.4.6.6.27	goat barbecue
Barbacoa mix	1.2.2.6.18.9	Barbacoa mix
Barbacoa mix	1.2.2.7.18.3	Barbacoa mix
Barbacoa mix	1.2.2.9.18.3	Barbacoa mix
Barbacoa-style beef	1.3.4.3.18.8	Barbacoa-style beef
Barbadine	1.4.6.1.3.20	Barbadine
Barbadine	1.4.6.2.3.16	Barbadine
Barbadine	1.4.6.3.3.18	Barbadine
Barbadine	1.4.6.4.3.19	Barbadine
Barbadine	1.4.7.3.3.18	Barbadine
Barbadine	1.4.9.1.3.7	Barbadine
Barbadine	1.4.9.2.3.28	Barbadine
Barbadine	1.4.9.3.3.8	Barbadine
barbado	1.7.6.3.6.9	barbado
Barbados cherry	9.4.1.1.3.3	Barbados cherry
Barbajuan	2.3.6.2.18.15	Barbajuan
barbaquá	1.7.5.3.24.5	barbaquá
Barbaresco	2.4.1.1.20.2	Barbaresco
barbari	4.6.2.1.1.9	barbari
barbari	4.6.2.1.23.3	barbari
barbari	4.6.2.2.1.8	barbari
barbari	4.6.2.3.1.12	barbari
barbari	4.6.2.3.23.2	barbari
barbari	4.6.3.3.1.16	barbari
barbari	4.6.3.3.23.4	barbari
barbari	4.6.5.1.1.8	barbari
barbari	4.6.5.1.23.3	barbari
barbari bread	4.6.1.2.23.4	barbari bread
barbatimão	1.7.6.1.19.3	barbatimão
barbatimão	1.7.6.3.19.12	barbatimão
barbatimão	1.7.6.4.19.2	barbatimão
Barbatti	5.5.4.2.2.11	Barbatti
Barbatti	5.5.4.2.4.7	Barbatti
barbecue coals	9.4.2.3.24.3	barbecue coals
Barbecue sauce	1.1.3.5.13.4	Barbecue sauce
Barbecue sauce	1.1.3.7.13.5	Barbecue sauce
Barbecue sauce	1.4.8.2.13.9	Barbecue sauce
barbecue sauce	1.1.5.5.13.6	barbecue sauce
barbecue sauce	1.1.6.3.13.6	barbecue sauce
barbecue sauce	1.1.6.5.13.6	barbecue sauce
barbecue sauce	1.1.7.1.13.8	barbecue sauce
barbecue sauce	1.1.7.2.13.8	barbecue sauce
barbecue sauce	1.1.7.3.13.3	barbecue sauce
barbecue sauce	1.1.7.5.13.5	barbecue sauce
barbecue sauce	1.1.8.2.13.5	barbecue sauce
barbecue sauce	1.1.8.3.13.5	barbecue sauce
barbecue sauce	1.1.8.4.13.10	barbecue sauce
barbecue sauce	1.1.8.5.13.10	barbecue sauce
barbecue sauce	1.1.8.6.13.4	barbecue sauce
barbecue sauce	9.2.3.4.13.10	barbecue sauce
Barbecue smoke	1.3.4.3.24.5	Barbecue smoke
Barbel	2.5.2.4.6.39	Barbel
Barbel	2.5.4.3.6.49	Barbel
Barbel	2.5.6.1.6.43	Barbel
Barbel	2.5.6.3.6.38	Barbel
barbel	2.6.4.3.6.14	barbel
barbel	2.6.5.1.6.35	barbel
barbel	2.8.5.2.6.18	barbel
barbel	4.3.2.4.18.4	barbel
barbel	4.3.2.4.6.11	barbel
barbel	4.3.5.1.6.9	barbel
Barbera	2.4.1.1.20.3	Barbera
Barbera	2.6.1.2.20.9	Barbera
Barbera dell'Oltrepò Pavese DOC	2.4.1.4.20.5	Barbera dell'Oltrepò Pavese DOC
barberries	4.6.1.1.12.11	barberries
barberries	4.6.1.1.17.6	barberries
barberries	4.6.1.1.8.6	barberries
barberries	4.6.1.2.17.2	barberries
barberries	4.6.1.3.12.6	barberries
barberries	4.6.1.3.17.2	barberries
barberries	4.6.1.3.8.13	barberries
barberries	4.6.2.1.17.7	barberries
barberries	4.6.2.2.17.9	barberries
barberries	4.6.5.1.12.1	barberries
barberries	4.6.5.1.17.5	barberries
barberries	4.6.5.1.18.2	barberries
barberries	4.6.5.1.3.1	barberries
barberries	4.6.5.1.8.2	barberries
barberries	4.6.5.2.12.1	barberries
barberries	4.6.5.2.17.5	barberries
barberries	4.6.5.2.3.2	barberries
Barberry	5.3.1.1.3.9	Barberry
Barberry	6.8.1.3.12.5	Barberry
Barberry	6.8.1.3.18.4	Barberry
Barberry	6.8.1.3.3.10	Barberry
barberry	5.2.3.4.12.4	barberry
barberry	5.2.3.4.19.8	barberry
barberry	5.2.3.4.3.13	barberry
barberry	8.1.1.2.3.11	barberry
barberry	8.1.2.4.19.5	barberry
barberry	8.1.2.4.8.12	barberry
barberry	8.1.3.1.19.10	barberry
barberry	8.1.3.1.8.11	barberry
barberry	8.1.3.2.8.12	barberry
barberry	8.1.3.3.8.12	barberry
barberry	8.1.4.1.17.9	barberry
barberry	8.1.4.1.8.7	barberry
barberry	8.1.4.2.17.9	barberry
barberry	8.1.4.2.8.8	barberry
barberry	8.1.4.3.17.9	barberry
barberry	8.1.4.3.8.7	barberry
barberry	8.1.4.4.19.5	barberry
barberry	8.2.4.2.3.11	barberry
barberry fruit leather	4.6.5.2.14.6	barberry fruit leather
barberry jam	4.6.5.2.13.6	barberry jam
barberry juice	4.6.5.2.16.6	barberry juice
barberry juice	4.6.5.2.19.5	barberry juice
barberry juice	4.6.5.2.20.3	barberry juice
barbo	2.2.7.1.6.12	barbo
barbón	1.6.3.2.6.4	barbon
barbozzo	2.4.3.2.14.6	barbozzo
barbozzo	2.4.3.2.6.6	barbozzo
barbun	4.1.1.1.6.15	barbun
barbun	4.1.1.2.6.14	barbun
barbun	4.1.4.1.6.13	barbun
barbun	4.1.4.2.6.15	barbun
barbun	4.1.4.3.6.7	barbun
barbunya	4.1.1.2.6.28	barbunya
barbunya beans	4.1.1.1.4.8	barbunya beans
barbunya beans	4.1.2.3.4.10	barbunya beans
barbunya beans	4.1.4.1.4.6	barbunya beans
barbunya beans	4.1.4.3.4.4	barbunya beans
barbunya beans	4.1.5.1.4.8	barbunya beans
barbunya beans	4.1.5.4.4.5	barbunya beans
barbus	4.3.4.1.6.9	barbus
Barbus marequensis	3.7.4.4.6.16	Barbus marequensis
Barbus poechii	3.7.3.3.6.20	Barbus poechii
Bardea grapes	2.7.2.3.3.20	Bardea grapes
Bardea wine	2.7.2.3.20.5	Bardea wine
Bardejovský med	2.5.6.3.15.13	Bardejov honey
Bardejovský med	2.5.6.3.18.14	Bardejov honey
Bardejovský med	2.5.6.3.19.15	Bardejov honey
Bardi grubs	9.1.1.4.18.1	Bardi grubs
Bardi grubs	9.1.1.4.6.22	Bardi grubs
Bardolino DOC	2.4.2.1.20.18	Bardolino DOC
Bardolino Superiore DOCG	2.4.2.1.20.3	Bardolino Superiore DOCG
Barfi mixture	1.4.6.2.18.13	Barfi mixture
Barhar	5.5.4.1.18.13	Barhar
Barhar	5.5.4.1.3.9	Barhar
Barhee date	5.2.1.3.3.25	Barhee date
Barhemi dates	4.5.3.2.3.6	Barhemi dates
Barhi dates	4.3.3.2.18.2	Barhi dates
Barhi dates	4.3.3.2.3.2	Barhi dates
Barhi dates	4.3.4.4.18.2	Barhi dates
Barhi dates	4.3.4.4.3.2	Barhi dates
Barhi dates	4.3.5.5.18.2	Barhi dates
Barhi dates	4.3.5.5.3.2	Barhi dates
Barhi dates	4.4.2.1.3.2	Barhi dates
Barhi dates	4.4.2.2.3.4	Barhi dates
Barhi dates	4.4.3.1.3.2	Barhi dates
Barhi dates	4.4.3.3.3.2	Barhi dates
Barhi dates	4.5.1.2.3.11	Barhi dates
Barhi dates	4.5.2.1.3.6	Barhi dates
Barhi dates	4.5.2.2.3.13	Barhi dates
Barhi dates	4.5.2.3.3.4	Barhi dates
Barhi dates	4.5.3.1.3.6	Barhi dates
Barhi dates	4.5.3.2.3.8	Barhi dates
Barhi dates	4.5.3.3.3.4	Barhi dates
Barhi dates	4.5.3.4.3.13	Barhi dates
Barhi dates	4.6.4.1.18.4	Barhi dates
Barhi dates	5.4.1.2.3.3	Barhi dates
Baria sesame	3.3.2.3.5.7	Baria sesame
Baril	5.7.3.1.13.6	Baril
Baringo acacia honey	3.6.1.3.18.6	Baringo acacia honey
Baringo acacia honey	3.6.1.3.19.2	Baringo acacia honey
Bariona	1.3.1.4.19.2	Bariona
Bariona	1.3.1.4.7.8	Bariona
bariona	1.3.1.4.19.18	bariona
Bärlauch	2.5.1.3.7.7	Wild garlic
Bärlauch	2.5.2.2.7.8	Wild garlic
Bärlauch	2.5.2.4.19.9	Wild garlic
Bärlauch	2.5.2.4.2.32	Wild garlic
Bärlauch	2.5.2.4.7.5	Wild garlic
Bärlauch	2.5.2.4.9.11	Wild garlic
Bärlauch	2.5.3.1.7.7	Wild garlic
Bärlauch	2.5.3.2.7.5	Wild garlic
Bärlauch	2.5.3.3.2.15	Wild garlic
Bärlauch	2.5.3.3.7.5	Wild garlic
Bärlauch	2.5.3.3.9.9	Wild garlic
Bärlauch	2.5.3.4.2.20	Wild garlic
Bärlauch	2.5.3.4.7.10	Wild garlic
Bärlauch	2.5.3.4.9.11	Wild garlic
Bärlauchblätter	2.5.2.4.17.15	Wild garlic leaves
Bärlauchpesto	2.5.2.4.13.15	Wild garlic pesto
Bärlauchstreifen	2.5.2.4.17.4	Wild garlic strips
Barley	1.1.1.2.1.10	Barley
Barley	1.1.1.3.1.9	Barley
Barley	1.1.1.4.1.9	Barley
Barley	1.1.13.6.1.13	Barley
Barley	1.1.14.6.1.15	Barley
Barley	1.1.2.1.1.13	Barley
Barley	1.1.2.2.1.10	Barley
Barley	1.1.2.3.1.14	Barley
Barley	1.1.2.4.1.13	Barley
Barley	1.1.2.5.1.12	Barley
Barley	1.1.4.1.1.11	Barley
Barley	1.1.4.2.1.14	Barley
Barley	1.1.4.3.1.14	Barley
Barley	1.1.4.4.1.14	Barley
Barley	1.3.1.1.1.16	Barley
Barley	1.3.1.5.1.12	Barley
Barley	2.3.1.3.1.9	Barley
Barley	2.3.1.4.1.8	Barley
Barley	2.3.2.1.1.6	Barley
Barley	2.3.2.3.1.8	Barley
Barley	2.3.5.1.1.7	Barley
Barley	2.5.1.1.1.27	Barley
Barley	2.5.1.2.1.32	Barley
Barley	2.5.1.3.1.30	Barley
Barley	2.5.1.4.1.23	Barley
Barley	2.5.2.1.1.24	Barley
Barley	2.5.2.2.1.27	Barley
Barley	2.5.2.3.1.25	Barley
Barley	2.5.2.4.1.29	Barley
Barley	2.5.3.1.1.32	Barley
Barley	2.5.3.2.1.35	Barley
Barley	2.5.3.3.1.36	Barley
Barley	2.5.3.4.1.27	Barley
Barley	2.5.4.1.1.20	Barley
Barley	2.5.4.2.1.27	Barley
Barley	2.5.4.4.1.27	Barley
Barley	2.5.5.1.1.33	Barley
Barley	2.5.5.2.1.33	Barley
Barley	2.5.5.3.1.26	Barley
Barley	2.5.6.1.1.32	Barley
Barley	2.5.6.2.1.38	Barley
Barley	2.5.6.3.1.37	Barley
Barley	2.9.1.1.1.3	Barley
Barley	2.9.2.1.1.6	Barley
Barley	2.9.2.2.1.4	Barley
Barley	2.9.2.3.1.1	Barley
Barley	2.9.3.1.1.5	Barley
Barley	2.9.3.2.1.1	Barley
Barley	2.9.3.3.1.1	Barley
Barley	2.9.3.4.1.5	Barley
Barley	2.9.4.1.1.7	Barley
Barley	2.9.4.2.1.5	Barley
Barley	2.9.4.3.1.4	Barley
Barley	2.9.4.4.1.3	Barley
Barley	2.9.5.1.1.3	Barley
Barley	2.9.5.2.1.1	Barley
Barley	2.9.5.3.1.1	Barley
Barley	2.9.5.4.1.1	Barley
Barley	2.9.6.1.1.3	Barley
Barley	2.9.6.2.1.3	Barley
Barley	2.9.6.3.1.3	Barley
Barley	2.9.7.1.1.4	Barley
Barley	2.9.7.2.1.4	Barley
Barley	2.9.7.3.1.4	Barley
Barley	2.9.7.4.1.6	Barley
Barley	2.9.8.1.1.3	Barley
Barley	2.9.8.3.1.7	Barley
Barley	2.9.8.4.1.10	Barley
Barley	3.2.1.4.1.9	Barley
Barley	3.2.1.5.1.5	Barley
Barley	3.2.2.2.1.8	Barley
Barley	3.2.2.2.19.8	Barley
Barley	3.3.1.1.1.3	Barley
Barley	3.3.1.2.1.4	Barley
Barley	3.3.1.3.1.3	Barley
Barley	3.3.1.4.1.4	Barley
Barley	3.3.2.1.1.5	Barley
Barley	3.3.2.2.1.6	Barley
Barley	3.3.3.1.1.12	Barley
Barley	3.6.1.3.1.5	Barley
Barley	3.6.2.3.1.9	Barley
Barley	3.6.4.2.1.9	Barley
Barley	3.8.1.1.1.12	Barley
Barley	4.5.1.1.1.6	Barley
Barley	4.5.1.2.1.8	Barley
Barley	4.5.1.3.1.6	Barley
Barley	4.5.2.1.1.8	Barley
Barley	4.5.2.2.1.4	Barley
Barley	4.5.4.1.1.5	Barley
Barley	4.5.4.2.1.8	Barley
Barley	4.5.5.1.1.7	Barley
Barley	4.5.5.2.1.6	Barley
Barley	4.5.5.4.1.4	Barley
Barley	5.3.1.3.1.1	Barley
Barley	5.3.1.4.1.5	Barley
Barley	5.3.2.1.1.9	Barley
Barley	5.3.2.2.1.9	Barley
Barley	5.3.2.3.1.8	Barley
Barley	5.3.3.1.1.10	Barley
Barley	5.3.3.2.1.8	Barley
Barley	5.3.3.3.1.8	Barley
Barley	5.3.3.4.1.9	Barley
Barley	5.3.4.1.1.6	Barley
Barley	5.3.4.2.1.9	Barley
Barley	5.3.4.3.1.6	Barley
Barley	5.3.4.4.1.6	Barley
Barley	5.3.5.1.1.8	Barley
Barley	5.3.5.3.1.6	Barley
Barley	5.3.5.4.1.7	Barley
Barley	5.4.4.3.1.10	Barley
Barley	5.5.5.4.1.8	Barley
Barley	5.5.5.5.1.12	Barley
Barley	5.7.1.3.1.8	Barley
Barley	5.7.2.1.1.10	Barley
Barley	5.7.2.2.1.8	Barley
Barley	5.7.2.3.1.13	Barley
Barley	5.7.3.1.1.2	Barley
Barley	5.7.3.2.1.7	Barley
Barley	5.7.3.3.1.7	Barley
Barley	6.8.1.1.1.3	Barley
Barley	6.8.1.3.1.3	Barley
Barley	6.8.1.4.1.3	Barley
Barley	9.1.2.2.1.3	Barley
Barley	9.1.2.3.1.2	Barley
Barley	9.1.3.1.1.3	Barley
Barley	9.1.3.2.1.4	Barley
Barley	9.1.3.3.1.4	Barley
Barley	9.1.4.3.1.3	Barley
Barley	9.1.6.1.1.3	Barley
Barley	9.1.6.2.1.3	Barley
Barley	9.1.6.3.1.3	Barley
barley	1.1.10.1.1.11	barley
barley	1.1.10.2.1.11	barley
barley	1.1.10.3.1.8	barley
barley	1.1.10.4.1.11	barley
barley	1.1.10.5.1.10	barley
barley	1.1.11.1.1.11	barley
barley	1.1.11.2.1.9	barley
barley	1.1.11.3.1.11	barley
barley	1.1.11.4.1.6	barley
barley	1.1.11.5.1.11	barley
barley	1.1.12.1.1.16	barley
barley	1.1.12.2.1.17	barley
barley	1.1.12.3.1.20	barley
barley	1.1.12.4.1.18	barley
barley	1.1.13.1.1.9	barley
barley	1.1.13.2.1.7	barley
barley	1.1.13.3.1.11	barley
barley	1.1.13.4.1.6	barley
barley	1.1.14.1.1.10	barley
barley	1.1.14.2.1.13	barley
barley	1.1.14.3.1.11	barley
barley	1.1.14.4.1.12	barley
barley	1.1.14.5.1.15	barley
barley	1.1.6.1.1.14	barley
barley	1.1.6.2.1.14	barley
barley	1.1.6.3.1.9	barley
barley	1.1.6.4.1.13	barley
barley	1.1.6.5.1.9	barley
barley	1.1.6.6.1.11	barley
barley	1.1.7.1.1.4	barley
barley	1.1.7.2.1.5	barley
barley	1.1.7.3.1.15	barley
barley	1.1.7.4.1.7	barley
barley	1.1.7.5.1.5	barley
barley	1.1.8.2.1.13	barley
barley	1.1.8.4.1.16	barley
barley	1.1.8.5.1.15	barley
barley	1.1.8.6.1.14	barley
barley	1.1.9.1.1.15	barley
barley	1.1.9.2.1.13	barley
barley	1.1.9.3.1.17	barley
barley	1.1.9.4.1.17	barley
barley	1.1.9.5.1.17	barley
barley	2.1.2.2.1.9	barley
barley	2.3.7.1.1.10	barley
barley	2.3.7.3.1.11	barley
barley	2.3.8.1.1.10	barley
barley	2.3.8.2.1.7	barley
barley	2.3.8.3.1.6	barley
barley	2.3.9.2.1.9	barley
barley	2.6.1.1.1.9	barley
barley	2.6.1.2.1.13	barley
barley	2.6.1.3.1.7	barley
barley	2.6.2.1.1.7	barley
barley	2.6.2.2.1.4	barley
barley	2.6.2.4.1.7	barley
barley	2.6.3.3.1.3	barley
barley	2.6.4.1.1.6	barley
barley	2.6.4.2.1.6	barley
barley	2.6.4.3.1.8	barley
barley	2.6.5.1.1.8	barley
barley	2.6.9.3.1.4	barley
barley	2.7.1.4.1.5	barley
barley	2.8.3.1.1.4	barley
barley	2.8.3.2.1.4	barley
barley	2.8.3.3.1.4	barley
barley	2.8.7.5.1.4	barley
barley	3.1.1.1.1.4	barley
barley	3.1.1.2.1.4	barley
barley	3.1.1.3.1.4	barley
barley	3.1.1.4.1.5	barley
barley	3.1.2.1.1.4	barley
barley	3.1.2.2.1.8	barley
barley	3.1.2.3.1.6	barley
barley	3.1.2.4.1.5	barley
barley	3.1.3.1.1.5	barley
barley	3.1.3.2.1.5	barley
barley	3.1.3.3.1.6	barley
barley	3.1.3.4.1.6	barley
barley	3.1.4.1.1.6	barley
barley	3.1.4.2.1.5	barley
barley	3.1.4.3.1.6	barley
barley	3.7.1.1.1.8	barley
barley	4.1.1.2.1.9	barley
barley	4.1.2.2.1.4	barley
barley	4.2.1.1.1.5	barley
barley	4.2.1.2.1.5	barley
barley	4.2.1.5.1.4	barley
barley	4.2.2.1.1.6	barley
barley	4.2.2.2.1.3	barley
barley	4.2.2.3.1.5	barley
barley	4.2.2.4.1.5	barley
barley	4.2.3.2.1.4	barley
barley	4.2.3.3.1.4	barley
barley	4.2.3.5.1.8	barley
barley	4.3.1.2.1.10	barley
barley	4.3.1.3.1.10	barley
barley	4.3.1.4.1.8	barley
barley	4.3.1.5.1.8	barley
barley	4.3.2.1.1.8	barley
barley	4.3.2.2.1.8	barley
barley	4.3.2.3.1.7	barley
barley	4.3.2.4.1.9	barley
barley	4.3.2.5.1.8	barley
barley	4.3.3.3.1.8	barley
barley	4.3.3.4.1.5	barley
barley	4.3.4.1.1.7	barley
barley	4.3.4.2.1.8	barley
barley	4.3.4.3.1.7	barley
barley	4.3.4.4.1.7	barley
barley	4.3.5.1.1.7	barley
barley	4.3.5.2.1.8	barley
barley	4.3.5.3.1.7	barley
barley	4.3.5.4.1.5	barley
barley	4.3.5.5.1.8	barley
barley	4.4.1.1.1.7	barley
barley	4.4.1.2.1.7	barley
barley	4.4.1.3.1.7	barley
barley	4.4.2.1.1.12	barley
barley	4.4.2.2.1.9	barley
barley	4.4.2.3.1.8	barley
barley	4.4.3.1.1.4	barley
barley	4.4.3.2.1.6	barley
barley	4.4.3.3.1.8	barley
barley	4.4.4.1.1.9	barley
barley	4.4.4.2.1.8	barley
barley	4.4.4.3.1.8	barley
barley	4.6.1.3.1.4	barley
barley	4.6.2.2.1.5	barley
barley	4.6.2.3.1.8	barley
barley	4.6.3.1.1.5	barley
barley	4.6.3.2.1.3	barley
barley	4.6.3.3.1.9	barley
barley	4.6.5.2.1.5	barley
barley	4.6.5.3.1.5	barley
barley	5.1.1.1.1.6	barley
barley	5.1.1.2.1.5	barley
barley	5.1.1.3.1.7	barley
barley	5.1.2.1.1.5	barley
barley	5.1.2.2.1.5	barley
barley	5.1.2.3.1.3	barley
barley	5.1.3.2.1.3	barley
barley	5.1.3.3.1.3	barley
barley	5.2.1.1.1.10	barley
barley	5.2.1.2.1.3	barley
barley	5.2.1.4.1.11	barley
barley	5.2.2.2.1.9	barley
barley	5.2.2.3.1.9	barley
barley	5.2.3.1.1.7	barley
barley	5.2.3.2.1.7	barley
barley	5.2.3.3.1.8	barley
barley	5.2.3.4.1.4	barley
barley	5.2.4.1.1.4	barley
barley	5.2.4.2.1.5	barley
barley	5.2.4.3.1.3	barley
barley	5.2.4.4.1.3	barley
barley	6.3.3.1.1.15	barley
barley	6.3.3.3.1.18	barley
barley	6.4.4.1.1.4	barley
barley	6.4.4.2.1.6	barley
barley	6.4.4.3.1.7	barley
barley	6.4.4.4.1.5	barley
barley	6.6.1.1.1.9	barley
barley	6.6.1.2.1.6	barley
barley	6.6.1.3.1.18	barley
barley	6.6.2.1.1.8	barley
barley	6.6.2.2.1.3	barley
barley	6.6.2.3.1.3	barley
barley	6.6.2.4.1.3	barley
barley	6.6.2.5.1.4	barley
barley	6.6.3.1.1.1	barley
barley	6.6.3.2.1.1	barley
barley	6.7.3.2.1.10	barley
barley	6.7.4.1.1.5	barley
barley	6.7.6.1.1.14	barley
barley	6.7.6.2.1.11	barley
barley	6.7.6.3.1.10	barley
barley	6.7.6.4.1.12	barley
barley	6.7.6.5.1.10	barley
barley	7.2.1.1.20.5	barley
barley	7.2.1.2.20.4	barley
barley	7.2.1.4.20.4	barley
barley	7.2.2.1.19.5	barley
barley	7.2.2.1.20.8	barley
barley	7.2.2.3.20.6	barley
barley	7.2.3.1.20.6	barley
barley	7.2.3.2.20.6	barley
barley	7.2.4.1.20.4	barley
barley	7.2.4.2.20.4	barley
barley	7.2.4.3.20.4	barley
barley	8.1.1.1.1.6	barley
barley	8.1.1.2.1.4	barley
barley	8.1.1.3.1.3	barley
barley	8.1.1.4.1.3	barley
barley	8.1.1.5.1.3	barley
barley	8.1.2.1.1.3	barley
barley	8.1.2.2.1.3	barley
barley	8.1.2.3.1.3	barley
barley	8.1.2.4.1.3	barley
barley	8.1.3.1.1.3	barley
barley	8.1.3.2.1.3	barley
barley	8.1.3.3.1.3	barley
barley	8.1.3.4.1.5	barley
barley	8.1.4.1.1.4	barley
barley	8.1.4.2.1.3	barley
barley	8.1.4.3.1.3	barley
barley	8.1.4.4.1.3	barley
barley	8.1.5.1.1.3	barley
barley	8.1.5.3.1.3	barley
barley	8.1.5.4.1.3	barley
barley	8.2.1.1.1.5	barley
barley	8.2.1.2.1.3	barley
barley	8.2.1.3.1.3	barley
barley	8.2.2.1.1.3	barley
barley	8.2.2.2.1.2	barley
barley	8.2.3.2.1.5	barley
barley	8.2.3.3.1.5	barley
barley	8.2.4.1.1.5	barley
barley	8.2.4.2.1.3	barley
barley	8.2.4.3.1.3	barley
Barley ara	5.7.2.1.20.7	Barley ara
barley beer	2.8.2.3.20.14	barley beer
barley beer mash water	6.4.5.1.16.12	barley beer mash water
Barley bread	2.9.4.3.1.15	Barley bread
Barley bread	2.9.6.1.1.13	Barley bread
Barley bread	4.5.1.2.1.17	Barley bread
barley bread	3.1.1.2.1.12	barley bread
barley bulgur	4.6.2.1.1.5	barley bulgur
Barley coffee	2.9.8.4.20.5	Barley coffee
barley dough wrappers	6.4.1.4.23.2	barley dough wrappers
barley dough wrappers	6.4.5.1.23.3	barley dough wrappers
barley dough wrappers	6.4.5.2.23.3	barley dough wrappers
barley dough wrappers	6.4.5.3.23.3	barley dough wrappers
barley dough wrappers	6.4.5.4.23.3	barley dough wrappers
Barley drink	3.2.2.2.20.1	Barley drink
Barley flatbread	3.3.2.1.23.4	Barley flatbread
Barley flour	2.3.1.1.1.7	Barley flour
Barley flour	2.3.1.2.1.7	Barley flour
Barley flour	2.5.1.1.1.28	Barley flour
Barley flour	2.5.1.2.1.33	Barley flour
Barley flour	2.5.1.3.1.31	Barley flour
Barley flour	2.5.1.4.1.24	Barley flour
Barley flour	2.5.2.1.1.25	Barley flour
Barley flour	2.5.2.2.1.28	Barley flour
Barley flour	2.5.2.3.1.26	Barley flour
Barley flour	2.5.2.4.1.30	Barley flour
Barley flour	2.5.3.1.1.33	Barley flour
Barley flour	2.5.3.2.1.36	Barley flour
Barley flour	2.5.3.3.1.37	Barley flour
Barley flour	2.5.3.4.1.28	Barley flour
