file,entry_index,id,source_language,common_name,translated_name,original_name,cache_translation,reasons
ingredients/1.7.4.1.json,29,1.7.4.1.3.4,pt,banana São Tomé,banana São Tomé,banana São Tomé,banana São Tomé,translated_same_as_original
ingredients/1.7.4.1.json,113,1.7.4.1.16.5,vi,aluá,aluá,aluá,aluá,translated_same_as_original
ingredients/1.7.4.1.json,123,1.7.4.1.18.1,pt,juçara,juçara,juçara,juçara,translated_same_as_original
ingredients/1.7.4.1.json,125,1.7.4.1.18.3,pt,banana São Tomé,banana São Tomé,banana São Tomé,banana São Tomé,translated_same_as_original
ingredients/1.7.4.1.json,133,1.7.4.1.19.1,pt,juçara,juçara,juçara,juçara,translated_same_as_original
ingredients/1.7.4.1.json,138,1.7.4.1.20.2,vi,aluá,aluá,aluá,aluá,translated_same_as_original
ingredients/1.7.4.2.json,30,1.7.4.2.2.12,pt,jiló,jiló,jiló,jiló,translated_same_as_original
ingredients/1.7.4.2.json,41,1.7.4.2.3.3,pt,juçara,juçara,juçara,juçara,translated_same_as_original
ingredients/1.7.4.2.json,78,1.7.4.2.6.9,sk,carne na lata,carne na lata,carne na lata,carne na lata,translated_same_as_original
ingredients/1.7.4.2.json,79,1.7.4.2.6.10,is,suã,suã,suã,suã,translated_same_as_original
ingredients/1.7.4.2.json,138,1.7.4.2.14.2,sk,carne na lata,carne na lata,carne na lata,carne na lata,translated_same_as_original
ingredients/1.7.4.2.json,176,1.7.4.2.18.6,sk,carne na lata,carne na lata,carne na lata,carne na lata,translated_same_as_original
ingredients/1.7.4.2.json,184,1.7.4.2.19.4,pt,juçara,juçara,juçara,juçara,translated_same_as_original
ingredients/1.7.4.3.json,24,1.7.4.3.2.4,pt,jiló,jiló,jiló,jiló,translated_same_as_original
ingredients/1.7.4.3.json,35,1.7.4.3.2.15,co,capiçoba,capiçoba,capiçoba,capiçoba,translated_same_as_original
ingredients/1.7.4.3.json,55,1.7.4.3.3.15,pt,Jatobá,Jatobá,jatobá,Jatobá,translated_same_as_original
ingredients/1.7.4.3.json,75,1.7.4.3.5.5,pt,macaúba,macaúba,macaúba,macaúba,translated_same_as_original
ingredients/1.7.5.1.json,28,1.7.5.1.2.9,pt,almeirão,almeirão,almeirão,almeirão,translated_same_as_original
ingredients/1.7.5.1.json,45,1.7.5.1.3.15,pt,juçara,juçara,juçara,juçara,translated_same_as_original
ingredients/1.7.5.1.json,129,1.7.5.1.14.8,pt,Cachaça de Morretes,Cachaça de Morretes,cachaça de Morretes,Cachaça de Morretes,translated_same_as_original
ingredients/1.7.5.1.json,143,1.7.5.1.16.6,pt,chimarrão,chimarrão,chimarrão,chimarrão,translated_same_as_original
ingredients/1.7.5.1.json,144,1.7.5.1.16.7,pt,tereré,tereré,tereré,tereré,translated_same_as_original
ingredients/1.7.5.1.json,145,1.7.5.1.16.8,pt,Cachaça de Morretes,Cachaça de Morretes,cachaça de Morretes,Cachaça de Morretes,translated_same_as_original
ingredients/1.7.5.1.json,173,1.7.5.1.20.1,pt,chimarrão,chimarrão,chimarrão,chimarrão,translated_same_as_original
ingredients/1.7.5.1.json,174,1.7.5.1.20.2,pt,tereré,tereré,tereré,tereré,translated_same_as_original
ingredients/1.7.5.1.json,181,1.7.5.1.20.9,pt,Cachaça de Morretes,Cachaça de Morretes,cachaça de Morretes,Cachaça de Morretes,translated_same_as_original
ingredients/1.7.5.2.json,30,1.7.5.2.3.1,pt,butiá,butiá,butiá,butiá,translated_same_as_original
ingredients/1.7.5.2.json,31,1.7.5.2.3.2,pt,juçara,juçara,juçara,juçara,translated_same_as_original
ingredients/1.7.5.2.json,91,1.7.5.2.12.4,pt,butiá,butiá,butiá,butiá,translated_same_as_original
ingredients/1.7.5.2.json,125,1.7.5.2.18.1,pt,butiá,butiá,butiá,butiá,translated_same_as_original
ingredients/1.7.5.3.json,31,1.7.5.3.2.12,pt,almeirão,almeirão,almeirão,almeirão,translated_same_as_original
ingredients/1.7.5.3.json,43,1.7.5.3.3.10,pt,butiá,butiá,butiá,butiá,translated_same_as_original
ingredients/1.7.5.3.json,44,1.7.5.3.3.11,pt,juçara,juçara,juçara,juçara,translated_same_as_original
ingredients/1.7.5.3.json,64,1.7.5.3.5.2,es,noz-pecã,noz-pecã,noz-pecã,noz-pecã,translated_same_as_original
ingredients/1.7.5.3.json,137,1.7.5.3.12.7,pt,butiá,butiá,butiá,butiá,translated_same_as_original
ingredients/1.7.5.3.json,187,1.7.5.3.18.3,pt,butiá,butiá,butiá,butiá,translated_same_as_original
ingredients/1.7.5.3.json,204,1.7.5.3.20.1,pt,chimarrão,chimarrão,chimarrão,chimarrão,translated_same_as_original
ingredients/1.7.5.3.json,205,1.7.5.3.20.2,pt,tereré,tereré,tereré,tereré,translated_same_as_original
ingredients/1.7.5.4.json,131,1.7.5.4.20.1,pt,chimarrão,chimarrão,chimarrão,chimarrão,translated_same_as_original
ingredients/1.7.6.1.json,17,1.7.6.1.2.2,pt,jiló,jiló,jiló,jiló,translated_same_as_original
ingredients/1.7.6.1.json,34,1.7.6.1.3.9,pt,cajazinho taperebá,cajazinho taperebá,cajazinho taperebá,cajazinho taperebá,translated_same_as_original
ingredients/1.7.6.1.json,103,1.7.6.1.12.3,pt,cajazinho taperebá,cajazinho taperebá,cajazinho taperebá,cajazinho taperebá,translated_same_as_original
ingredients/1.7.6.1.json,153,1.7.6.1.19.3,pt,barbatimão,barbatimão,barbatimão,barbatimão,translated_same_as_original
ingredients/1.7.6.2.json,30,1.7.6.2.3.9,pt,Jatobá,Jatobá,jatobá,Jatobá,translated_same_as_original
ingredients/1.7.6.2.json,127,1.7.6.2.17.2,pt,sliced ​​plantain,sliced ​​plantain,banana-da-terra fatiada,sliced ​​plantain,translated_non_ascii_but_original_ascii
ingredients/1.7.6.2.json,137,1.7.6.2.18.5,pt,pixé,pixé,pixé,pixé,translated_same_as_original
ingredients/1.7.6.3.json,26,1.7.6.3.2.10,pt,caeté,caeté,caeté,caeté,translated_same_as_original
ingredients/1.7.6.3.json,33,1.7.6.3.3.1,pt,bocaiúva,bocaiúva,bocaiúva,bocaiúva,translated_same_as_original
ingredients/1.7.6.3.json,36,1.7.6.3.3.4,pt,Jatobá,Jatobá,jatobá,Jatobá,translated_same_as_original
ingredients/1.7.6.3.json,37,1.7.6.3.3.5,pt,jatobá-mirim,jatobá-mirim,jatobá-mirim,jatobá-mirim,translated_same_as_original
ingredients/1.7.6.3.json,46,1.7.6.3.3.14,pt,cajuzinho do cerrado,cajuzinho do cerrado,cajuzinho do cerrado,cajuzinho do cerrado,translated_same_as_original
ingredients/1.7.6.3.json,52,1.7.6.3.3.20,pt,carandá fruit,carandá fruit,carandá fruit,carandá fruit,translated_same_as_original
ingredients/1.7.6.3.json,70,1.7.6.3.6.6,gn,piavuçu,piavuçu,piavuçu,piavuçu,translated_same_as_original
ingredients/1.7.6.3.json,72,1.7.6.3.6.8,es,curimbatá,curimbatá,curimbatá,curimbatá,translated_same_as_original
ingredients/1.7.6.3.json,74,1.7.6.3.6.10,pt,jaú,jaú,jaú,jaú,translated_same_as_original
ingredients/1.7.6.3.json,104,1.7.6.3.8.7,pt,cambará,cambará,cambará,cambará,translated_same_as_original
ingredients/1.7.6.3.json,125,1.7.6.3.12.3,pt,caninha-do-brejo,caninha-do-brejo,caninha-do-brejo,caninha-do-brejo,translated_same_as_original
ingredients/1.7.6.3.json,149,1.7.6.3.16.3,pt,tereré,tereré,tereré,tereré,translated_same_as_original
ingredients/1.7.6.3.json,178,1.7.6.3.19.2,pt,cambará,cambará,cambará,cambará,translated_same_as_original
ingredients/1.7.6.3.json,181,1.7.6.3.19.5,pt,caninha-do-brejo,caninha-do-brejo,caninha-do-brejo,caninha-do-brejo,translated_same_as_original
ingredients/1.7.6.3.json,188,1.7.6.3.19.12,pt,barbatimão,barbatimão,barbatimão,barbatimão,translated_same_as_original
ingredients/1.7.6.3.json,192,1.7.6.3.20.1,pt,tereré,tereré,tereré,tereré,translated_same_as_original
ingredients/1.7.6.3.json,219,1.7.6.3.24.3,pt,cambará,cambará,cambará,cambará,translated_same_as_original
ingredients/1.7.6.4.json,25,1.7.6.4.2.7,pt,jiló,jiló,jiló,jiló,translated_same_as_original
ingredients/1.7.6.4.json,37,1.7.6.4.2.19,pt,almeirão,almeirão,almeirão,almeirão,translated_same_as_original
ingredients/1.7.6.4.json,71,1.7.6.4.3.18,pt,pomegranate,pomegranate,romã,pomegranate,translation_much_longer_than_original
ingredients/1.7.6.4.json,77,1.7.6.4.3.24,pt,cajuzinho-do-cerrado,cajuzinho-do-cerrado,cajuzinho-do-cerrado,cajuzinho-do-cerrado,translated_same_as_original
ingredients/1.7.6.4.json,80,1.7.6.4.3.27,pt,Jatobá-do-cerrado,Jatobá-do-cerrado,jatobá-do-cerrado,Jatobá-do-cerrado,translated_same_as_original
ingredients/1.7.6.4.json,82,1.7.6.4.3.29,pt,açaí,açaí,açaí,açaí,translated_same_as_original
ingredients/1.7.6.4.json,214,1.7.6.4.18.6,pt,cajuzinho-do-cerrado,cajuzinho-do-cerrado,cajuzinho-do-cerrado,cajuzinho-do-cerrado,translated_same_as_original
ingredients/1.7.6.4.json,222,1.7.6.4.19.2,pt,barbatimão,barbatimão,barbatimão,barbatimão,translated_same_as_original
ingredients/1.8.1.1.json,80,1.8.1.1.6.4,es,chorizo ​​steak,chorizo ​​steak,Bife de chorizo,chorizo ​​steak,translated_non_ascii_but_original_ascii
ingredients/1.8.1.1.json,190,1.8.1.1.16.8,it,Passata de tomate,Passata de tomate,Passata de tomate,Passata de tomate,translated_same_as_original
ingredients/1.8.1.1.json,202,1.8.1.1.17.9,es,Sliced ​​tomato,Sliced ​​tomato,Tomate en rodajas,Sliced ​​tomato,translated_non_ascii_but_original_ascii
ingredients/1.8.1.2.json,81,1.8.1.2.6.5,es,chorizo ​​steak,chorizo ​​steak,Bife de chorizo,chorizo ​​steak,translated_non_ascii_but_original_ascii
ingredients/1.8.1.3.json,9,1.8.1.3.1.9,es,Chuño,Chuño,Chuño,Chuño,translated_same_as_original
ingredients/1.8.1.3.json,32,1.8.1.3.2.9,es,Ají locoto,Ají locoto,Ají locoto,Ají locoto,translated_same_as_original
ingredients/1.8.1.3.json,77,1.8.1.3.3.27,pt,Acerola,Acerola,Acerola,Acerola,translated_same_as_original
ingredients/1.8.1.3.json,114,1.8.1.3.6.13,sk,Pacú,Pacú,Pacú,Pacú,translated_same_as_original
ingredients/1.8.1.3.json,124,1.8.1.3.7.4,es,muña muña,muña muña,Muña muña,muña muña,translated_same_as_original
ingredients/1.8.1.3.json,207,1.8.1.3.19.2,es,muña muña,muña muña,Muña muña,muña muña,translated_same_as_original
ingredients/1.8.1.3.json,211,1.8.1.3.19.6,mi,Airampo,Airampo,Airampo,Airampo,translated_same_as_original
ingredients/1.8.1.3.json,212,1.8.1.3.19.7,es,Chañar,Chañar,Chañar,Chañar,translated_same_as_original
ingredients/1.8.1.3.json,219,1.8.1.3.20.6,ay,Añapa,Añapa,Añapa,Añapa,translated_same_as_original
ingredients/1.8.1.4.json,135,1.8.1.4.17.8,es,sliced ​​olive,sliced ​​olive,Aceituna fileteada,sliced ​​olive,translated_non_ascii_but_original_ascii
ingredients/1.8.1.5.json,68,1.8.1.5.6.1,sk,Pacú,Pacú,Pacú,Pacú,translated_same_as_original
ingredients/1.8.1.5.json,69,1.8.1.5.6.2,es,Surubí,Surubí,Surubí,Surubí,translated_same_as_original
ingredients/1.8.1.5.json,74,1.8.1.5.6.7,gn,Manduví,Manduví,Manduví,Manduví,translated_same_as_original
ingredients/1.8.1.5.json,137,1.8.1.5.13.8,ru,Chutney de yatay,Chutney de yatay,Chutney de yatay,Chutney de yatay,translated_same_as_original
ingredients/1.8.1.5.json,185,1.8.1.5.20.2,pt,Tereré,Tereré,Tereré,Tereré,translated_same_as_original
ingredients/1.8.1.6.json,93,1.8.1.6.6.17,hu,Róbalo,Róbalo,Róbalo,Róbalo,translated_same_as_original
ingredients/1.8.1.6.json,140,1.8.1.6.10.2,es,Neuquén olive oil,Neuquén olive oil,Aceite de oliva neuquino,Neuquén olive oil,translated_non_ascii_but_original_ascii
ingredients/1.8.1.6.json,234,1.8.1.6.19.5,tl,Pañil,Pañil,Pañil,Pañil,translated_same_as_original
ingredients/1.8.2.1.json,14,1.8.2.1.1.14,nl,Pan de molde,Pan de molde,Pan de molde,Pan de molde,translated_same_as_original
ingredients/1.8.2.1.json,200,1.8.2.1.16.12,it,Passata de tomate,Passata de tomate,Passata de tomate,Passata de tomate,translated_same_as_original
ingredients/1.8.2.1.json,217,1.8.2.1.18.8,mi,Fainá,Fainá,Fainá,Fainá,translated_same_as_original
ingredients/1.8.2.2.json,58,1.8.2.2.3.15,pt,Arazá,Arazá,Arazá,Arazá,translated_same_as_original
ingredients/1.8.2.2.json,89,1.8.2.2.6.15,es,Surubí,Surubí,Surubí,Surubí,translated_same_as_original
ingredients/1.8.2.2.json,98,1.8.2.2.6.24,gn,Manduví,Manduví,Manduví,Manduví,translated_same_as_original
ingredients/1.8.2.2.json,203,1.8.2.2.17.6,es,Sliced ​​green olive,Sliced ​​green olive,Aceituna verde fileteada,Sliced ​​green olive,translated_non_ascii_but_original_ascii
ingredients/1.8.2.2.json,204,1.8.2.2.17.7,es,Sliced ​​black olive,Sliced ​​black olive,Aceituna negra fileteada,Sliced ​​black olive,translated_non_ascii_but_original_ascii
ingredients/1.8.2.2.json,229,1.8.2.2.19.13,hi,anacahuita,anacahuita,Anacahuita,anacahuita,translated_same_as_original
ingredients/1.8.2.3.json,46,1.8.2.3.3.1,pt,Butiá,Butiá,Butiá,Butiá,translated_same_as_original
ingredients/1.8.2.3.json,187,1.8.2.3.16.11,it,Passata de tomate,Passata de tomate,Passata de tomate,Passata de tomate,translated_same_as_original
ingredients/1.8.2.3.json,193,1.8.2.3.17.6,es,Sliced ​​black olive,Sliced ​​black olive,Aceituna negra fileteada,Sliced ​​black olive,translated_non_ascii_but_original_ascii
ingredients/1.8.2.3.json,194,1.8.2.3.17.7,es,Sliced ​​green olive,Sliced ​​green olive,Aceituna verde fileteada,Sliced ​​green olive,translated_non_ascii_but_original_ascii
ingredients/1.8.2.3.json,198,1.8.2.3.18.2,es,sea ​​lettuce,sea ​​lettuce,Lechuga de mar,sea ​​lettuce,translated_non_ascii_but_original_ascii
ingredients/1.8.2.3.json,199,1.8.2.3.18.3,pt,Butiá,Butiá,Butiá,Butiá,translated_same_as_original
ingredients/1.8.2.3.json,201,1.8.2.3.18.5,pt,Arazá,Arazá,Arazá,Arazá,translated_same_as_original
ingredients/1.8.2.3.json,213,1.8.2.3.19.7,hi,anacahuita,anacahuita,Anacahuita,anacahuita,translated_same_as_original
ingredients/1.8.3.1.json,3,1.8.3.1.1.3,es,Chuño,Chuño,Chuño,Chuño,translated_same_as_original
ingredients/1.8.3.1.json,141,1.8.3.1.19.3,es,Chañar,Chañar,Chañar,Chañar,translated_same_as_original
ingredients/1.8.3.2.json,81,1.8.3.2.7.5,sv,Culén,Culén,Culén,Culén,translated_same_as_original
ingredients/1.8.3.2.json,170,1.8.3.2.18.6,es,Chañar,Chañar,Chañar,Chañar,translated_same_as_original
ingredients/1.8.3.2.json,175,1.8.3.2.19.2,sv,Culén,Culén,Culén,Culén,translated_same_as_original
ingredients/1.8.3.2.json,177,1.8.3.2.19.4,es,Chañar,Chañar,Chañar,Chañar,translated_same_as_original
ingredients/1.8.3.3.json,161,1.8.3.3.18.4,es,sea ​​lettuce,sea ​​lettuce,Lechuga de mar,sea ​​lettuce,translated_non_ascii_but_original_ascii
ingredients/1.8.3.3.json,168,1.8.3.3.19.2,es,Chañar,Chañar,Chañar,Chañar,translated_same_as_original
ingredients/1.8.3.3.json,184,1.8.3.3.21.3,es,sea ​​salt,sea ​​salt,Sal de mar,sea ​​salt,translated_non_ascii_but_original_ascii
ingredients/1.8.4.1.json,234,1.8.4.1.17.8,es,sliced ​​olive,sliced ​​olive,Aceituna fileteada,sliced ​​olive,translated_non_ascii_but_original_ascii
ingredients/1.8.4.1.json,264,1.8.4.1.20.3,es,Merlot del Maipo,Merlot del Maipo,Merlot del Maipo,Merlot del Maipo,translated_same_as_original
ingredients/1.8.4.1.json,266,1.8.4.1.20.5,oc,Sauvignon Blanc del Maipo,Sauvignon Blanc del Maipo,Sauvignon Blanc del Maipo,Sauvignon Blanc del Maipo,translated_same_as_original
ingredients/1.8.4.1.json,274,1.8.4.1.21.3,ro,Flor de sal,Flor de sal,Flor de sal,Flor de sal,translated_same_as_original
ingredients/1.8.4.2.json,217,1.8.4.2.17.8,es,sliced ​​olive,sliced ​​olive,Aceituna fileteada,sliced ​​olive,translated_non_ascii_but_original_ascii
ingredients/1.8.4.2.json,248,1.8.4.2.20.5,oc,Sauvignon Blanc de San Antonio,Sauvignon Blanc de San Antonio,Sauvignon Blanc de San Antonio,Sauvignon Blanc de San Antonio,translated_same_as_original
ingredients/1.8.4.2.json,258,1.8.4.2.21.3,es,sea ​​salt,sea ​​salt,Sal de mar,sea ​​salt,translated_non_ascii_but_original_ascii
ingredients/1.8.4.2.json,259,1.8.4.2.21.4,ro,Flor de sal,Flor de sal,Flor de sal,Flor de sal,translated_same_as_original
ingredients/1.8.4.3.json,247,1.8.4.3.18.11,es,Pipeño,Pipeño,Pipeño,Pipeño,translated_same_as_original
ingredients/1.8.4.3.json,263,1.8.4.3.20.2,fr,Carménère,Carménère,Carménère,Carménère,translated_same_as_original
ingredients/1.8.4.3.json,268,1.8.4.3.20.7,es,Pipeño,Pipeño,Pipeño,Pipeño,translated_same_as_original
ingredients/1.8.4.3.json,277,1.8.4.3.21.3,ro,Flor de sal,Flor de sal,Flor de sal,Flor de sal,translated_same_as_original
ingredients/1.8.5.1.json,19,1.8.5.1.1.19,pt,Piñón,Piñón,Piñón,Piñón,translated_same_as_original
ingredients/1.8.5.1.json,209,1.8.5.1.18.4,pt,Piñón,Piñón,Piñón,Piñón,translated_same_as_original
ingredients/1.8.5.2.json,2,1.8.5.2.1.2,es,Papa michuñe,Papa michuñe,Papa michuñe,Papa michuñe,translated_same_as_original
ingredients/1.8.5.2.json,78,1.8.5.2.6.17,hu,Róbalo,Róbalo,Róbalo,Róbalo,translated_same_as_original
ingredients/1.8.5.2.json,190,1.8.5.2.18.4,es,Papa michuñe,Papa michuñe,Papa michuñe,Papa michuñe,translated_same_as_original
ingredients/1.8.5.2.json,217,1.8.5.2.21.3,es,sea ​​salt,sea ​​salt,Sal de mar,sea ​​salt,translated_non_ascii_but_original_ascii
ingredients/1.8.5.3.json,163,1.8.5.3.21.3,es,sea ​​salt,sea ​​salt,Sal de mar,sea ​​salt,translated_non_ascii_but_original_ascii
ingredients/1.8.5.4.json,161,1.8.5.4.21.2,es,sea ​​salt,sea ​​salt,Sal de mar,sea ​​salt,translated_non_ascii_but_original_ascii
ingredients/1.8.6.1.json,54,1.8.6.1.3.17,pt,Acerola,Acerola,Acerola,Acerola,translated_same_as_original
ingredients/1.8.6.1.json,81,1.8.6.1.6.11,es,Surubí,Surubí,Surubí,Surubí,translated_same_as_original
ingredients/1.8.6.1.json,82,1.8.6.1.6.12,sk,Pacú,Pacú,Pacú,Pacú,translated_same_as_original
ingredients/1.8.6.1.json,86,1.8.6.1.6.16,pt,Carimbatá,Carimbatá,Carimbatá,Carimbatá,translated_same_as_original
ingredients/1.8.6.1.json,209,1.8.6.1.20.1,pt,Tereré,Tereré,Tereré,Tereré,translated_same_as_original
ingredients/1.8.6.1.json,215,1.8.6.1.20.7,es,Clericó,Clericó,Clericó,Clericó,translated_same_as_original
ingredients/1.8.6.2.json,55,1.8.6.2.3.18,pt,Acerola,Acerola,Acerola,Acerola,translated_same_as_original
ingredients/1.8.6.2.json,88,1.8.6.2.6.12,es,Surubí,Surubí,Surubí,Surubí,translated_same_as_original
ingredients/1.8.6.2.json,89,1.8.6.2.6.13,sk,Pacú,Pacú,Pacú,Pacú,translated_same_as_original
ingredients/1.8.6.2.json,91,1.8.6.2.6.15,pt,Carimbatá,Carimbatá,Carimbatá,Carimbatá,translated_same_as_original
ingredients/1.8.6.2.json,93,1.8.6.2.6.17,co,Ñurundia,Ñurundia,Ñurundia,Ñurundia,translated_same_as_original
ingredients/1.8.6.2.json,176,1.8.6.2.15.6,haw,It's a car,It's a car,Ka'a he'ẽ,It's a car,article_in_short_translation
ingredients/1.8.6.2.json,205,1.8.6.2.18.10,haw,It's a car,It's a car,Ka'a he'ẽ,It's a car,article_in_short_translation
ingredients/1.8.6.2.json,227,1.8.6.2.19.19,haw,It's a car,It's a car,Ka'a he'ẽ,It's a car,article_in_short_translation
ingredients/1.8.6.2.json,228,1.8.6.2.20.1,pt,Tereré,Tereré,Tereré,Tereré,translated_same_as_original
ingredients/1.8.6.2.json,234,1.8.6.2.20.7,es,Clericó,Clericó,Clericó,Clericó,translated_same_as_original
ingredients/1.8.6.3.json,76,1.8.6.3.6.12,es,Surubí,Surubí,Surubí,Surubí,translated_same_as_original
ingredients/1.8.6.3.json,78,1.8.6.3.6.14,sk,Pacú,Pacú,Pacú,Pacú,translated_same_as_original
ingredients/1.8.6.3.json,86,1.8.6.3.6.22,pt,Carimbatá,Carimbatá,Carimbatá,Carimbatá,translated_same_as_original
ingredients/1.8.6.3.json,163,1.8.6.3.14.11,bg,Mermelada de kinoto,Mermelada de kinoto,Mermelada de kinoto,Mermelada de kinoto,translated_same_as_original
ingredients/1.8.6.3.json,222,1.8.6.3.20.1,pt,Tereré,Tereré,Tereré,Tereré,translated_same_as_original
ingredients/1.8.6.4.json,81,1.8.6.4.6.11,es,Surubí,Surubí,Surubí,Surubí,translated_same_as_original
ingredients/1.8.6.4.json,88,1.8.6.4.6.18,sk,Pacú,Pacú,Pacú,Pacú,translated_same_as_original
ingredients/1.8.6.4.json,208,1.8.6.4.20.1,pt,Tereré,Tereré,Tereré,Tereré,translated_same_as_original
ingredients/1.8.6.4.json,214,1.8.6.4.20.7,es,Clericó,Clericó,Clericó,Clericó,translated_same_as_original
ingredients/2.1.2.1.json,166,2.1.2.1.11.11,hi,Aiket,Aiket,Aiket,Aiket,translated_same_as_original
ingredients/2.2.1.1.json,199,2.2.1.1.20.4,pt,Alvarinho,Alvarinho,Alvarinho,Alvarinho,translated_same_as_original
ingredients/2.2.1.1.json,201,2.2.1.1.20.6,pt,Vinhão,Vinhão,Vinhão,Vinhão,translated_same_as_original
ingredients/2.2.1.2.json,62,2.2.1.2.6.6,pt,alheira de Vinhais,alheira de Vinhais,alheira de Vinhais,alheira de Vinhais,translated_same_as_original
ingredients/2.2.1.2.json,63,2.2.1.2.6.7,pt,alheira de Mirandela,alheira de Mirandela,alheira de Mirandela,alheira de Mirandela,translated_same_as_original
ingredients/2.2.1.2.json,118,2.2.1.2.14.4,pt,alheira de Vinhais,alheira de Vinhais,alheira de Vinhais,alheira de Vinhais,translated_same_as_original
ingredients/2.2.1.2.json,119,2.2.1.2.14.5,pt,alheira de Mirandela,alheira de Mirandela,alheira de Mirandela,alheira de Mirandela,translated_same_as_original
ingredients/2.2.1.3.json,84,2.2.1.3.6.20,ny,achigã,achigã,achigã,achigã,translated_same_as_original
ingredients/2.2.1.3.json,217,2.2.1.3.18.9,gl,Broa de Loriga,Broa de Loriga,broa de Loriga,Broa de Loriga,translated_same_as_original
ingredients/2.2.1.3.json,379,2.2.1.3.24.120,ar,3.1 Maghreb,3.1 Maghreb,3.1 Maghreb,3.1 Maghreb,translated_same_as_original
ingredients/2.2.1.4.json,11,2.2.1.4.1.11,eo,migas de broa,migas de broa,migas de broa,migas de broa,translated_same_as_original
ingredients/2.2.1.4.json,75,2.2.1.4.6.15,pt-PT,paio de Beja IGP,paio de Beja IGP,paio de Beja IGP,paio de Beja IGP,translated_same_as_original
ingredients/2.2.1.4.json,77,2.2.1.4.6.17,pt-PT,painho de Portalegre IGP,painho de Portalegre IGP,painho de Portalegre IGP,painho de Portalegre IGP,translated_same_as_original
ingredients/2.2.1.4.json,148,2.2.1.4.10.4,pt-PT,Azeites do Norte Alentejano DOP,Azeites do Norte Alentejano DOP,Azeites do Norte Alentejano DOP,Azeites do Norte Alentejano DOP,translated_same_as_original
ingredients/2.2.1.5.json,8,2.2.1.5.1.8,pt,xerém,xerém,xerém,xerém,translated_same_as_original
ingredients/2.2.1.5.json,192,2.2.1.5.18.1,pt,xérém,xérém,xérém,xérém,translated_same_as_original
ingredients/2.2.1.5.json,222,2.2.1.5.21.4,ro,Flor de Sal de Castro Marim,Flor de Sal de Castro Marim,Flor de Sal de Castro Marim,Flor de Sal de Castro Marim,translated_same_as_original
ingredients/2.2.2.1.json,62,2.2.2.1.3.17,pt,Mazá Marafouza,Mazá Marafouza,mazá Marafouza,Mazá Marafouza,translated_same_as_original
ingredients/2.2.2.1.json,102,2.2.2.1.6.28,pt,sea ​​ox,sea ​​ox,boi de mar,sea ​​ox,translated_non_ascii_but_original_ascii
ingredients/2.2.2.1.json,133,2.2.2.1.7.6,pt,herba luísa,herba luísa,herba luísa,herba luísa,translated_same_as_original
ingredients/2.2.2.1.json,231,2.2.2.1.19.3,pt,herba luísa,herba luísa,herba luísa,herba luísa,translated_same_as_original
ingredients/2.2.2.1.json,236,2.2.2.1.20.1,gl,Albariño,Albariño,Albariño,Albariño,translated_same_as_original
ingredients/2.2.2.1.json,254,2.2.2.1.22.5,it,xema de ovo,xema de ovo,xema de ovo,xema de ovo,translated_same_as_original
ingredients/2.2.2.2.json,12,2.2.2.2.1.12,ro,Pan de Cea,Pan de Cea,Pan de Cea,Pan de Cea,translated_same_as_original
ingredients/2.2.2.2.json,13,2.2.2.2.1.13,ro,poia de Cea,poia de Cea,poia de Cea,poia de Cea,translated_same_as_original
ingredients/2.2.2.2.json,109,2.2.2.2.7.8,pt,herba luísa,herba luísa,herba luísa,herba luísa,translated_same_as_original
ingredients/2.2.2.2.json,199,2.2.2.2.18.1,ro,Pan de Cea,Pan de Cea,Pan de Cea,Pan de Cea,translated_same_as_original
ingredients/2.2.2.2.json,213,2.2.2.2.19.3,pt,herba luísa,herba luísa,herba luísa,herba luísa,translated_same_as_original
ingredients/2.2.2.2.json,235,2.2.2.2.22.5,it,xema de ovo,xema de ovo,xema de ovo,xema de ovo,translated_same_as_original
ingredients/2.2.3.1.json,113,2.2.3.1.13.6,es,chorizo ​​pepper pulp,chorizo ​​pepper pulp,pulpa de pimiento choricero,chorizo ​​pepper pulp,translated_non_ascii_but_original_ascii
ingredients/2.2.3.2.json,46,2.2.3.2.3.17,eu,Gezamiña,Gezamiña,Gezamiña,Gezamiña,translated_same_as_original
ingredients/2.2.3.2.json,136,2.2.3.2.13.6,es,chorizo ​​pepper pulp,chorizo ​​pepper pulp,pulpa de pimiento choricero,chorizo ​​pepper pulp,translated_non_ascii_but_original_ascii
ingredients/2.2.3.3.json,136,2.2.3.3.13.1,es,chorizo ​​pepper pulp,chorizo ​​pepper pulp,pulpa de pimiento choricero,chorizo ​​pepper pulp,translated_non_ascii_but_original_ascii
ingredients/2.2.3.3.json,200,2.2.3.3.20.11,es,pacharán,pacharán,pacharán,pacharán,translated_same_as_original
ingredients/2.2.3.4.json,67,2.2.3.4.5.4,pt,piñón,piñón,piñón,piñón,translated_same_as_original
ingredients/2.2.3.4.json,134,2.2.3.4.12.8,es,Navarra rosé wine,Navarra rosé wine,vino rosado de Navarra,Navarra rosé wine,translated_non_ascii_but_original_ascii
ingredients/2.2.3.4.json,139,2.2.3.4.13.5,es,chorizo ​​pepper pulp,chorizo ​​pepper pulp,pulpa de pimiento choricero,chorizo ​​pepper pulp,translated_non_ascii_but_original_ascii
