1.1.3 U.S. South	1.1.2.5.24.7	1.1.3 U.S. South
urupema	1.7.2.4.23.2	urupema
Urusenda chili oil	3.6.4.1.13.2	Urusenda chili oil
Urushino green beans	6.7.2.2.4.7	Urushino green beans
urutan	7.3.3.1.14.1	urutan
urutan	7.3.3.1.18.3	urutan
Urwagwa	3.6.4.1.14.2	Urwagwa
Urwagwa	3.6.4.1.20.4	Urwagwa
Urwagwa	3.6.4.2.14.2	Urwagwa
Urwagwa	3.6.4.2.20.4	Urwagwa
Urwagwa	3.6.4.3.14.2	Urwagwa
Urwagwa	3.6.4.3.20.4	Urwagwa
Urwagwa	3.6.4.4.14.2	Urwagwa
Urwagwa	3.6.4.4.20.4	Urwagwa
Urwarwa	3.6.5.1.14.1	Urwarwa
Urwarwa	3.6.5.1.20.4	Urwarwa
Urwarwa	3.6.5.2.14.1	Urwarwa
Urwarwa	3.6.5.2.20.4	Urwarwa
Urwarwa	3.6.5.3.14.1	Urwarwa
Urwarwa	3.6.5.3.20.4	Urwarwa
Uşak Haşhaş Ezmesi	4.1.2.2.13.1	Uşak Poppy Paste
Uşak Haşhaş Ezmesi	4.1.2.2.18.8	Uşak Poppy Paste
Uşak Tarhanası	4.1.2.2.1.14	Uşak Tarhana
Uşak Tarhanası	4.1.2.2.14.1	Uşak Tarhana
Uşak Tarhanası	4.1.2.2.18.7	Uşak Tarhana
Usal masala	5.4.1.3.18.9	Usal masala
Usal tari	5.4.1.3.13.6	Usal tari
usban filling	3.1.4.1.18.3	usban filling
Ushar	4.5.4.4.13.10	Ushar
Ushar	4.5.4.4.14.2	Ushar
ushnan	4.4.3.3.19.5	ushnan
ushnan ash	4.4.3.3.21.4	ushnan ash
usipa	3.7.7.1.6.3	usipa
usipa	3.7.7.2.6.4	usipa
usipa	3.7.7.3.6.2	usipa
uskuch	8.1.1.4.6.16	uskuch
uskumru	4.1.1.1.6.7	uskumru
Usna chawal	5.5.3.1.1.2	Usna chawal
Usna chawal	5.5.3.2.1.2	Usna chawal
Usna chawal	5.5.3.3.1.3	Usna chawal
Usna chawal	5.5.3.4.1.3	Usna chawal
Usna chawal	5.5.4.1.1.3	Usna chawal
Usna chawal	5.5.4.3.1.3	Usna chawal
ussipa	3.7.6.3.18.5	ussipa
ussipa	3.7.6.3.6.9	ussipa
uštipci dough	2.6.4.2.1.12	dough pegs
Usui endo	6.7.4.1.18.10	Usui endo
Usui endo	6.7.4.1.2.21	Usui endo
Usui endo	6.7.4.1.4.3	Usui endo
Usukawa maru eggplants	6.7.2.2.2.31	Usukawa maru eggplants
usukuchi soy sauce	6.7.4.3.13.1	usukuchi soy sauce
usukuchi soy sauce	6.7.6.2.13.2	usukuchi soy sauce
Usuna chaula	5.5.2.1.1.2	Usuna chaula
Usuna chaula	5.5.2.2.1.2	Usuna chaula
Usuna chaula	5.5.2.3.1.3	Usuna chaula
uta kelo chili paste	7.3.5.3.13.6	uta kelo chili paste
Utah serviceberries	1.1.9.3.18.6	Utah serviceberries
Utah serviceberries	1.1.9.3.3.16	Utah serviceberries
utaka	3.7.7.1.6.4	utaka
utaka	3.7.7.2.6.5	utaka
utaka	3.7.7.3.6.3	utaka
utazi leaves	3.4.6.2.19.6	utazi leaves
utazi leaves	3.4.6.2.2.17	utazi leaves
utazi leaves	3.4.6.2.7.3	utazi leaves
Utiak banana	9.4.3.3.1.19	Utiak banana
utilomar flowers	9.4.4.2.19.9	utilomar flowers
utilomar flowers	9.4.4.3.19.7	utilomar flowers
utilomar fruit	9.4.4.3.19.9	utilomar fruit
utilomar leaves	9.4.4.3.19.8	utilomar leaves
utilomar wood	9.4.4.3.24.2	utilomar wood
Utimwas banana	9.4.3.3.1.15	Utimwas banana
Utin Iap banana	9.4.3.3.1.14	Utin Iap banana
Utin Kerenis banana	9.4.3.3.1.25	Utin Kerenis banana
utin ruk banana	9.4.3.2.1.4	utin ruk banana
utin ruk banana	9.4.3.2.18.1	utin ruk banana
uto	9.5.5.1.18.8	uto
Utsugi akagawa amaguri kabocha	6.7.5.1.2.9	Utsugi akagawa amaguri kabocha
Utsukushima Egoma Pork 80	6.7.2.2.6.7	Utsukushima Egoma Pork 80
Uue-Saaluse sea buckthorn sparkling wine	2.9.6.2.18.10	Uue-Saaluse sea buckthorn sparkling wine
Uva	1.5.1.3.3.22	Uva
Uva	1.5.2.4.3.14	Uva
Uva	1.8.1.1.3.11	Uva
Uva	1.8.1.2.3.8	Uva
Uva	1.8.1.4.3.1	Uva
Uva	1.8.2.3.3.12	Uva
uva	1.2.1.3.3.6	uva
uva	1.2.1.4.3.10	uva
uva	1.2.2.2.3.5	uva
uva	1.2.2.5.3.5	uva
uva	1.6.1.1.3.5	uva
uva	1.6.2.1.3.16	uva
uva	1.6.4.3.3.2	uva
uva	1.6.5.4.3.1	uva
uva	1.7.3.3.3.18	uva
uva	1.7.4.3.3.16	uva
uva	1.7.5.3.3.1	uva
uva	1.7.5.4.3.4	uva
uva	1.7.6.1.3.13	uva
uva	1.7.6.4.3.13	uva
uva Aglianico	2.4.5.1.3.19	uva Aglianico
uva Aglianico	2.4.5.3.3.10	uva Aglianico
uva Airén	2.2.4.2.3.4	Airén grape
uva Airén	2.2.4.3.3.6	Airén grape
uva Airén	2.2.6.3.3.24	Airén grape
uva airén	2.2.7.1.3.14	airen grape
uva Alarije	2.2.4.4.3.13	uva Alarije
uva Albana	2.4.2.4.3.11	uva Albana
uva albariña	2.2.2.1.3.1	albariño grape
uva Albariño	2.2.2.2.3.18	Albariño grape
uva Albariño	2.2.2.4.3.3	Albariño grape
uva albilla	1.6.1.3.3.6	uva albilla
uva Albillo Mayor	2.2.4.1.3.10	uva Albillo Mayor
uva Albillo Real	2.2.4.3.3.7	uva Albillo Real
uva Aleatico	2.4.3.1.3.19	uva Aleatico
uva Aleatico	2.4.3.2.3.16	uva Aleatico
uva Aleatico	2.4.3.3.3.28	uva Aleatico
uva Aleatico	2.4.4.2.3.26	uva Aleatico
uva Aleatico	2.4.4.3.3.19	uva Aleatico
uva Aledo	2.2.6.2.3.6	uva Aledo
uva Ancellotta	2.4.3.4.3.29	uva Ancellotta
uva Ansonica	2.4.3.1.3.20	uva Ansonica
uva Antão Vaz	2.2.4.4.3.30	Antão Vaz grape
uva Araúxa	2.2.2.2.3.23	Araúxa grape
uva Arinto	2.2.4.4.3.31	uva Arinto
uva Asprinio	2.4.5.1.3.16	uva Asprinio
uva Barbera	2.4.1.1.3.15	uva Barbera
uva Barbera	2.4.1.4.3.5	uva Barbera
uva Barbera	2.4.3.4.3.32	uva Barbera
uva Beba	2.2.7.2.3.18	uva Beba
uva Beba de los Santos	2.2.4.4.3.21	Grape Drink of the Saints
uva Bellone	2.4.4.1.3.10	uva Bellone
uva Bellone	2.4.4.2.3.19	uva Bellone
uva Bellone	2.4.4.3.3.12	uva Bellone
uva Bianchello	2.4.3.3.3.24	uva Bianchello
uva Biancolella	2.4.5.1.3.22	uva Biancolella
uva blanca	1.6.5.4.3.2	uva blanca
uva Blanca Gordal	2.2.7.4.3.33	uva Blanca Gordal
uva Bobal	2.2.4.2.3.24	uva Bobal
uva Bobal	2.2.4.4.3.35	uva Bobal
uva Bombino Bianco	2.4.4.1.3.12	uva Bombino Bianco
uva Bombino Bianco	2.4.4.2.3.20	uva Bombino Bianco
uva Bondola	2.5.4.3.3.15	uva Bondola
uva Borba	2.2.4.4.3.14	uva Borba
uva Bordô	1.7.4.2.3.16	burgundy grape
uva Bordô	1.7.5.1.3.6	burgundy grape
uva Bordô	1.7.5.3.3.3	burgundy grape
uva Bovale	2.4.7.2.3.13	uva Bovale
uva Bovale Sardo	2.4.7.3.3.14	uva Bovale Sardo
uva Branca de Monterrei	2.2.2.2.3.22	White Monterrey grape
uva Brancellao	2.2.2.1.3.12	uva Brancellao
uva Brancellao	2.2.2.2.3.8	uva Brancellao
uva Cabernet Franc	1.2.1.1.3.11	uva Cabernet Franc
uva Cabernet Franc	2.2.3.3.3.22	uva Cabernet Franc
uva Cabernet Franc	2.2.4.2.3.29	uva Cabernet Franc
uva Cabernet Franc	2.2.7.4.3.24	uva Cabernet Franc
uva Cabernet Sauvignon	1.2.1.1.3.10	uva Cabernet Sauvignon
uva Cabernet Sauvignon	2.2.3.4.3.7	uva Cabernet Sauvignon
uva Cabernet Sauvignon	2.2.4.1.3.7	uva Cabernet Sauvignon
uva Cabernet Sauvignon	2.2.4.2.3.21	uva Cabernet Sauvignon
uva Cabernet Sauvignon	2.2.4.3.3.18	uva Cabernet Sauvignon
uva Cabernet Sauvignon	2.2.4.4.3.36	uva Cabernet Sauvignon
uva Cabernet Sauvignon	2.2.6.3.3.20	uva Cabernet Sauvignon
uva Cabernet Sauvignon	2.2.7.4.3.23	uva Cabernet Sauvignon
uva Cabernet Sauvignon	2.4.4.3.3.17	uva Cabernet Sauvignon
uva Cabernet Sauvignon	2.4.5.3.3.16	uva Cabernet Sauvignon
uva Cabernet Sauvignon	2.4.6.3.3.24	uva Cabernet Sauvignon
uva Cabernet Sauvignon	2.4.7.1.3.13	uva Cabernet Sauvignon
uva Cagnulari	2.4.7.1.3.9	uva Cagnulari
uva Caíño blanco	2.2.2.1.3.4	white Caíño grape
uva Caíño branco	2.2.2.2.3.20	Caíño branco grape
uva Caíño bravo	2.2.2.2.3.13	Caíño Bravo grape
uva Caíño longo	2.2.2.2.3.12	Caíño longo grape
uva Caíño tinto	2.2.2.1.3.7	Caíño red grape
uva Caíño tinto	2.2.2.2.3.11	Caíño red grape
uva Canaiolo Nero	2.4.3.1.3.15	uva Canaiolo Nero
uva Canaiolo Nero	2.4.3.2.3.12	uva Canaiolo Nero
uva Cannonau	2.4.7.1.3.10	uva Cannonau
uva Cannonau	2.4.7.2.3.12	uva Cannonau
uva Cannonau	2.4.7.3.3.11	uva Cannonau
uva Cannonau	2.4.7.4.3.8	uva Cannonau
uva Caprettone	2.4.5.1.3.24	uva Caprettone
uva Carignano	2.4.7.2.3.6	uva Carignano
uva Carignano	2.4.7.4.3.10	uva Carignano
uva Carricante	2.4.6.2.3.23	uva Carricante
uva Casca Dura	1.7.5.1.3.7	uva Casca Dura
uva Castañal	2.2.2.1.3.14	Chestnut grape
uva Castelão	2.2.4.4.3.50	Castelão grape
uva catalanesca	2.4.5.1.3.15	uva catalanesca
uva Catarratto	2.4.6.1.3.19	uva Catarratto
uva Catarratto	2.4.6.2.3.24	uva Catarratto
uva Catarratto	2.4.6.3.3.19	uva Catarratto
uva Cayetana Blanca	2.2.4.4.3.15	uva Cayetana Blanca
uva Cencibel	2.2.4.2.3.17	uva Cencibel
uva Cencibel	2.2.4.4.3.48	uva Cencibel
uva Cesanese	2.4.4.3.3.18	uva Cesanese
uva Cesanese Comune	2.4.4.1.3.14	uva Cesanese Comune
uva Cesanese Comune	2.4.4.2.3.23	uva Cesanese Comune
uva Cesanese di Affile	2.4.4.1.3.15	Cesanese grapes from Affile
uva Cesanese di Affile	2.4.4.2.3.24	Cesanese grapes from Affile
uva Chardonnay	1.2.1.1.3.17	uva Chardonnay
uva Chardonnay	2.2.2.4.3.4	uva Chardonnay
uva Chardonnay	2.2.3.3.3.12	uva Chardonnay
uva Chardonnay	2.2.3.4.3.9	uva Chardonnay
uva Chardonnay	2.2.4.1.3.14	uva Chardonnay
uva Chardonnay	2.2.4.2.3.9	uva Chardonnay
uva Chardonnay	2.2.6.3.3.26	uva Chardonnay
uva Chardonnay	2.2.7.4.3.15	uva Chardonnay
uva Chardonnay	2.4.1.4.3.9	uva Chardonnay
uva Chardonnay	2.4.6.1.3.25	uva Chardonnay
uva Chardonnay	2.4.6.3.3.23	uva Chardonnay
uva Chardonnay	2.4.7.1.3.14	uva Chardonnay
uva Chardonnay	2.5.4.3.3.16	uva Chardonnay
uva Chelva	2.2.4.4.3.19	uva Chelva
uva Chenin Blanc	1.2.1.1.3.15	uva Chenin Blanc
uva Ciliegiolo	2.4.3.1.3.17	uva Ciliegiolo
uva Ciliegiolo	2.4.3.2.3.14	uva Ciliegiolo
uva Coda di Volpe	2.4.5.1.3.25	Coda di Volpe grapes
uva Colombard	2.2.4.4.3.33	uva Colombard
uva Colorino	2.4.3.1.3.16	uva Colorino
uva Corvina Veronese	2.4.2.1.3.8	uva Corvina Veronese
Uva criolla	1.8.1.3.3.18	Uva criolla
uva Croatina	2.4.1.4.3.4	uva Croatina
uva Croatina	2.4.3.4.3.33	uva Croatina
Uva da Tavola di Mazzarrone IGP	2.4.6.2.18.7	Mazzarrone PGI table grapes
Uva da Tavola di Mazzarrone IGP Black Magic	2.4.6.2.3.11	Mazzarrone PGI Black Magic table grapes
Uva da Tavola di Mazzarrone IGP Black Pearl	2.4.6.2.3.12	Mazzarrone PGI Black Pearl table grapes
Uva da Tavola di Mazzarrone IGP Italia	2.4.6.2.3.8	Mazzarrone PGI Italian table grapes
Uva da Tavola di Mazzarrone IGP Michele Palieri	2.4.6.2.3.13	Michele Palieri Mazzarrone PGI Table Grapes
Uva da Tavola di Mazzarrone IGP Red Globe	2.4.6.2.3.10	Mazzarrone PGI Red Globe table grape
Uva da Tavola di Mazzarrone IGP Victoria	2.4.6.2.3.9	Table grapes of Mazzarrone IGP Victoria
Uva de Codpa	1.8.3.1.3.15	Codpa Grape
Uva de mesa	1.8.3.2.3.10	table grape
Uva de mesa	1.8.3.3.3.14	table grape
Uva de mesa	1.8.4.1.3.2	table grape
Uva de mesa	1.8.4.2.3.10	table grape
Uva de mesa	1.8.4.3.3.13	table grape
uva de mesa	1.2.1.1.3.9	table grape
uva de mesa	1.2.1.2.3.1	table grape
uva de mesa	1.2.1.5.3.12	table grape
Uva de playa	1.5.3.4.3.13	sea ​​grape
uva Dominga	2.2.6.2.3.10	uva Dominga
uva Dona Branca	2.2.2.2.3.16	uva Dona Branca
uva Doña María	2.2.6.2.3.8	Doña María grape
uva Doradilla	2.2.7.3.3.5	uva Doradilla
uva embolsada del Vinalopó	2.2.6.2.18.3	bagged grapes from Vinalopó
uva Espadeiro	2.2.2.1.3.8	uva Espadeiro
uva Eva	2.2.4.4.3.20	uva Eva
uva Falanghina	2.4.5.1.3.20	uva Falanghina
uva Fernão Pires	2.2.4.4.3.32	Fernão Pires grape
uva Fiano	2.4.5.1.3.17	uva Fiano
uva Flame Seedless	1.2.1.2.3.2	uva Flame Seedless
uva Forastera	2.4.5.1.3.23	uva Forastera
uva Fortana	2.4.2.4.3.14	uva Fortana
uva Frappato	2.4.6.2.3.27	uva Frappato
uva Frappato	2.4.6.3.3.18	uva Frappato
uva Friulano	2.4.2.2.3.7	uva Friulano
uva Gamay del Trasimeno	2.4.3.2.3.15	Gamay grapes from Trasimeno
uva Garganega	2.4.2.1.3.7	uva Garganega
uva Garnacha	2.2.6.3.3.17	uva Garnacha
uva Garnacha Blanca	2.2.4.1.3.16	uva Garnacha Blanca
uva Garnacha blanca	2.2.3.3.3.8	uva Garnacha blanca
uva Garnacha blanca	2.2.3.4.3.17	uva Garnacha blanca
uva Garnacha Tinta	2.2.4.1.3.6	uva Garnacha Tinta
uva Garnacha Tinta	2.2.4.3.3.16	uva Garnacha Tinta
uva Garnacha Tinta	2.2.4.4.3.38	uva Garnacha Tinta
uva Garnacha tinta	2.2.3.3.3.2	uva Garnacha tinta
uva Garnacha tinta	2.2.3.4.3.5	uva Garnacha tinta
uva Garnacha tinta	2.2.4.2.3.19	uva Garnacha tinta
uva Garnacha tinta	2.2.7.4.3.22	uva Garnacha tinta
uva Garnacha Tintorera	2.2.4.2.3.23	uva Garnacha Tintorera
uva Garnacha Tintorera	2.2.4.4.3.39	uva Garnacha Tintorera
uva Garnacha Tintorera	2.2.6.3.3.16	uva Garnacha Tintorera
uva Girò	2.4.7.2.3.15	Girò grapes
uva Glera	2.4.2.1.3.6	uva Glera
uva Godello	2.2.2.1.3.6	uva Godello
uva Godello	2.2.2.2.3.14	uva Godello
uva Godello	2.2.2.4.3.5	uva Godello
uva Graciano	2.2.3.3.3.3	uva Graciano
uva Graciano	2.2.3.4.3.12	uva Graciano
uva Graciano	2.2.4.2.3.28	uva Graciano
uva Graciano	2.2.4.3.3.21	uva Graciano
uva Graciano	2.2.4.4.3.37	uva Graciano
uva Granatza	2.4.7.3.3.15	uva Granatza
uva Grecanico	2.4.6.3.3.21	uva Grecanico
uva Grechetto	2.4.3.2.3.8	uva Grechetto
uva Grechetto	2.4.4.2.3.25	uva Grechetto
uva Greco	2.4.5.1.3.18	uva Greco
uva Greco	2.4.5.3.3.13	uva Greco
uva Grillo	2.4.6.1.3.18	uva Grillo
uva Hondarrabi Beltza	2.2.3.3.3.16	uva Hondarrabi Beltza
uva Hondarrabi Zuri	2.2.3.3.3.15	uva Hondarrabi Zuri
uva Hondarrabi Zuri Zerratia	2.2.3.3.3.17	uva Hondarrabi Zuri Zerratia
uva Ideal	2.2.6.2.3.7	uva Ideal
uva industrial	1.2.1.5.3.13	uva industrial
uva Inzolia	2.4.6.1.3.20	uva Inzolia
uva Inzolia	2.4.6.3.3.20	uva Inzolia
uva Isabel	1.7.5.3.3.4	uva Isabel
uva italia	1.6.1.2.3.6	uva italia
uva italia	1.6.1.3.3.3	uva italia
uva Izkiriota	2.2.3.3.3.18	uva Izkiriota
uva Izkiriota Ttippia	2.2.3.3.3.19	uva Izkiriota Ttippia
uva Jaén Blanco	2.2.7.4.3.13	Jaén Blanco grape
uva Jaen Tinto	2.2.4.4.3.40	uva Jaen Tinto
uva Kerner	2.4.2.3.3.30	uva Kerner
uva Lacrima	2.4.3.3.3.22	uva Lacrima
uva Lado	2.2.2.2.3.21	uva Lado
uva Lagrein	2.4.2.3.3.25	uva Lagrein
uva Lambrusco di Sorbara	2.4.3.4.3.26	Lambrusco grapes from Sorbara
uva Lambrusco Grasparossa	2.4.3.4.3.27	uva Lambrusco Grasparossa
uva Lambrusco Salamino	2.4.3.4.3.28	uva Lambrusco Salamino
uva Loureira	2.2.2.2.3.17	uva Loureira
uva Loureira blanca	2.2.2.1.3.2	uva Loureira blanca
uva Loureira tinta	2.2.2.1.3.9	uva Loureira tinta
uva Macabeo	2.2.4.2.3.5	uva Macabeo
uva Macabeo	2.2.4.3.3.9	uva Macabeo
uva Macabeo	2.2.4.4.3.18	uva Macabeo
uva Macabeo	2.2.6.3.3.23	uva Macabeo
uva Macabeo	2.2.7.4.3.14	uva Macabeo
uva Maceratino	2.4.3.3.3.25	uva Maceratino
uva Malbec	2.2.3.4.3.16	uva Malbec
uva Malbec	2.2.4.1.3.9	uva Malbec
uva Malbec	2.2.4.2.3.30	uva Malbec
uva Malbec	2.2.4.4.3.52	uva Malbec
uva Malbo Gentile	2.4.3.4.3.30	uva Malbo Gentile
uva Malvar	2.2.4.3.3.5	uva Malvar
uva Malvar	2.2.4.4.3.22	uva Malvar
uva Malvasía	2.2.3.3.3.7	Malvasia grape
uva Malvasía	2.2.6.3.3.30	Malvasia grape
uva Malvasia Bianca	2.4.3.2.3.11	uva Malvasia Bianca
uva Malvasia Bianca di Basilicata	2.4.5.3.3.14	Malvasia Bianca grapes from Basilicata
uva Malvasia Bianca Lunga	2.4.3.1.3.23	uva Malvasia Bianca Lunga
uva Malvasia Bianca Lunga	2.4.3.3.3.27	uva Malvasia Bianca Lunga
uva Malvasia del Lazio	2.4.4.2.3.18	Malvasia grape from Lazio
uva Malvasia del Lazio	2.4.4.3.3.14	Malvasia grape from Lazio
uva Malvasia di Candia Aromatica	2.4.3.4.3.34	Malvasia di Candia Aromatica grape
uva Malvasia di Sardegna	2.4.7.2.3.14	Malvasia grapes from Sardinia
uva Malvasia di Sardegna	2.4.7.3.3.18	Malvasia grapes from Sardinia
uva Malvasia di Sardegna	2.4.7.4.3.6	Malvasia grapes from Sardinia
uva Malvasia Nera di Basilicata	2.4.5.3.3.18	Malvasia Nera grape from Basilicata
uva Malvasia Puntinata	2.4.4.1.3.9	uva Malvasia Puntinata
uva Mammolo	2.4.3.1.3.18	uva Mammolo
uva Marzemino	2.4.2.3.3.24	uva Marzemino
uva Maturana blanca	2.2.3.3.3.10	uva Maturana blanca
uva Maturana tinta	2.2.3.3.3.5	uva Maturana tinta
uva Mazuela	2.2.4.4.3.41	uva Mazuela
uva Mazuelo	2.2.3.3.3.4	uva Mazuelo
uva Mencía	2.2.2.1.3.11	Mencia grape
uva Mencía	2.2.2.2.3.7	Mencia grape
uva Mencía	2.2.4.2.3.31	Mencia grape
uva Merenzao	2.2.2.2.3.9	uva Merenzao
uva Merlot	1.2.1.1.3.12	uva Merlot
uva Merlot	2.2.3.4.3.8	uva Merlot
uva Merlot	2.2.4.1.3.8	uva Merlot
uva Merlot	2.2.4.2.3.22	uva Merlot
uva Merlot	2.2.4.3.3.19	uva Merlot
uva Merlot	2.2.4.4.3.42	uva Merlot
uva Merlot	2.2.6.3.3.21	uva Merlot
uva Merlot	2.2.7.4.3.25	uva Merlot
uva Merlot	2.4.2.4.3.15	uva Merlot
uva Merlot	2.4.4.3.3.15	uva Merlot
uva Merlot	2.4.5.3.3.15	uva Merlot
uva Merlot	2.4.6.3.3.25	uva Merlot
uva Merlot	2.4.7.1.3.16	uva Merlot
uva Merlot	2.5.4.3.3.14	uva Merlot
uva Molinara	2.4.2.1.3.10	uva Molinara
uva mollar	1.6.1.3.3.8	uva mollar
uva Monastrell	2.2.4.2.3.25	uva Monastrell
uva Monastrell	2.2.4.4.3.43	uva Monastrell
uva Monastrell	2.2.6.3.3.15	uva Monastrell
uva Monastrell	2.2.7.4.3.29	uva Monastrell
uva Monica	2.4.7.1.3.11	uva Monica
uva Monica	2.4.7.2.3.7	uva Monica
uva Monica	2.4.7.3.3.12	uva Monica
uva Monica	2.4.7.4.3.9	uva Monica
uva Montepulciano	2.4.3.3.3.18	uva Montepulciano
uva Montepulciano	2.4.4.1.3.13	uva Montepulciano
uva Moravia Dulce	2.2.4.2.3.27	uva Moravia Dulce
Uva moscatel	1.8.2.1.3.8	Uva moscatel
uva Moscatel	1.2.1.1.3.18	uva Moscatel
uva Moscatel	2.2.7.2.3.15	uva Moscatel
uva moscatel	1.6.1.3.3.5	uva moscatel
uva moscatel	2.2.7.1.3.11	uva moscatel
uva Moscatel de Alejandría	1.6.5.4.3.5	Muscat of Alexandria grape
uva Moscatel de Alejandría	2.2.4.1.3.17	Muscat of Alexandria grape
uva Moscatel de Alejandría	2.2.4.2.3.12	Muscat of Alexandria grape
uva Moscatel de Alejandría	2.2.4.4.3.23	Muscat of Alexandria grape
uva Moscatel de Alejandría	2.2.7.3.18.9	Muscat of Alexandria grape
uva Moscatel de Alejandría	2.2.7.3.3.1	Muscat of Alexandria grape
uva Moscatel de Alejandría	2.2.7.4.3.16	Muscat of Alexandria grape
uva Moscatel de Grano Menudo	2.2.3.4.3.11	Grano Menudo Moscatel grape
uva Moscatel de Grano Menudo	2.2.4.1.3.18	Grano Menudo Moscatel grape
uva Moscatel de Grano Menudo	2.2.4.2.3.10	Grano Menudo Moscatel grape
uva Moscatel de Grano Menudo	2.2.4.3.3.12	Grano Menudo Moscatel grape
uva Moscatel de Grano Menudo	2.2.4.4.3.24	Grano Menudo Moscatel grape
uva Moscatel de grano menudo	2.2.6.3.3.28	small grain Muscat grape
uva Moscatel de grano menudo	2.2.7.4.3.17	small grain Muscat grape
uva Moscatel morisco	2.2.7.3.3.2	uva Moscatel morisco
uva Moscato	2.4.5.3.3.17	uva Moscato
uva Moscato	2.4.7.1.3.7	uva Moscato
uva Moscato Bianco	2.4.1.4.3.7	uva Moscato Bianco
uva Moscato Bianco	2.4.6.2.3.29	uva Moscato Bianco
uva Moscato Bianco	2.4.7.2.3.10	uva Moscato Bianco
uva Moscato Bianco	2.4.7.3.3.19	uva Moscato Bianco
uva Moscato Bianco	2.4.7.4.3.13	uva Moscato Bianco
uva Moscato bianco	2.4.1.1.3.14	uva Moscato bianco
uva Moscato di Terracina	2.4.4.3.3.11	Moscato grapes from Terracina
uva Moscato Giallo	2.4.2.1.3.13	uva Moscato Giallo
uva Müller-Thurgau	2.4.2.3.3.29	and especially Müller-Thurgau
uva Muristellu	2.4.7.3.3.13	uva Muristellu
uva Nasco	2.4.7.2.3.9	uva Nasco
uva Nasco	2.4.7.4.3.11	uva Nasco
uva Nebbiolo	1.2.1.1.3.14	uva Nebbiolo
uva Nebbiolo	2.4.1.1.3.16	uva Nebbiolo
uva negra	1.6.5.4.3.3	uva negra
uva negra criolla	1.6.1.3.3.7	uva negra criolla
uva Negral	2.2.4.3.3.22	uva Negral
uva Nerello Cappuccio	2.4.6.2.3.26	uva Nerello Cappuccio
uva Nerello Mascalese	2.4.6.2.3.25	uva Nerello Mascalese
uva Nero d'Avola	2.4.6.1.3.22	uva Nero d'Avola
uva Nero d'Avola	2.4.6.2.3.28	uva Nero d'Avola
uva Nero d'Avola	2.4.6.3.3.17	uva Nero d'Avola
uva Niagara	1.7.4.2.3.15	uva Niagara
uva Niagara	1.7.5.1.3.5	uva Niagara
uva Niágara	1.7.5.3.3.2	Niagara grape
uva Nocera	2.4.6.2.3.30	uva Nocera
uva Nosiola	2.4.2.3.3.22	uva Nosiola
uva Nuragus	2.4.7.2.3.8	uva Nuragus
uva Nuragus	2.4.7.3.3.20	uva Nuragus
uva Nuragus	2.4.7.4.3.12	uva Nuragus
uva Ondarrabi Beltza	2.2.2.4.3.9	uva Ondarrabi Beltza
uva Ondarrabi Zuri	2.2.2.4.3.6	uva Ondarrabi Zuri
uva Ortrugo	2.4.3.4.3.31	uva Ortrugo
uva Pagadebit	2.4.2.4.3.13	uva Pagadebit
Uva País	1.8.3.1.3.16	Grape Country
uva Pallagrello Bianco	2.4.5.1.3.26	uva Pallagrello Bianco
uva Pallagrello Nero	2.4.5.1.3.27	uva Pallagrello Nero
uva Palomino	2.2.7.4.3.31	uva Palomino
uva palomino	2.2.7.1.3.12	uva palomino
uva Palomino Fino	2.2.7.2.3.13	uva Palomino Fino
uva Pardina	2.2.4.4.3.16	uva Pardina
uva Parellada	2.2.4.2.3.13	uva Parellada
uva Parellada	2.2.4.3.3.10	uva Parellada
uva Parellada	2.2.4.4.3.25	uva Parellada
uva pasa	1.6.1.3.14.4	uva pasa
uva Pascale	2.4.7.1.3.12	uva Pascale
uva Pascale	2.4.7.3.3.16	uva Pascale
uva Passerina	2.4.3.3.3.21	uva Passerina
uva Pecorino	2.4.3.3.3.20	uva Pecorino
uva Pedral	2.2.2.1.3.13	uva Pedral
uva Pedro Ximénez	2.2.4.2.3.11	Pedro Ximénez grape
uva Pedro Ximénez	2.2.4.4.3.28	Pedro Ximénez grape
uva Pedro Ximénez	2.2.6.3.3.29	Pedro Ximénez grape
uva Pedro Ximénez	2.2.7.1.3.13	Pedro Ximénez grape
uva Pedro Ximénez	2.2.7.2.3.14	Pedro Ximénez grape
uva Pedro Ximénez	2.2.7.3.3.3	Pedro Ximénez grape
uva Pedro Ximénez	2.2.7.4.3.18	Pedro Ximénez grape
uva Perricone	2.4.6.1.3.21	uva Perricone
uva Perricone	2.4.6.3.3.22	uva Perricone
uva Perruno	2.2.4.4.3.26	uva Perruno
uva Perruno	2.2.7.2.3.17	uva Perruno
uva Petit Verdot	2.2.4.2.3.26	uva Petit Verdot
uva Petit Verdot	2.2.4.3.3.20	uva Petit Verdot
uva Petit Verdot	2.2.4.4.3.45	uva Petit Verdot
uva Petit Verdot	2.2.6.3.3.22	uva Petit Verdot
uva Petit Verdot	2.2.7.4.3.28	uva Petit Verdot
uva Picolit	2.4.2.2.3.14	uva Picolit
uva Piedirosso	2.4.5.1.3.21	uva Piedirosso
uva Pignoletto	2.4.3.4.3.36	uva Pignoletto
uva Pignolo	2.4.2.2.3.11	uva Pignolo
uva Pinot Bianco	2.4.2.3.3.27	uva Pinot Bianco
uva Pinot Grigio	2.4.1.4.3.8	uva Pinot Grigio
